Entity,Code,Year,Other meats,Sheep and goat,Beef and buffalo,Pigmeat,Poultry
Ireland,IRL,1997,0.3997509,9.424128,19.068117,35.02817,24.854513
Ireland,IRL,1998,1.3784846,10.618328,20.027983,37.728527,25.831604
Ireland,IRL,1999,0.30983993,9.7649555,19.270044,42.46806,32.713097
Ireland,IRL,2000,0.7802894,8.38311,17.826612,37.213806,30.95148
Ireland,IRL,2001,3.3426101,3.1624696,25.029547,38.720234,28.13197
Ireland,IRL,2002,1.0920974,5.4905443,26.871607,40.31743,27.532875
Ireland,IRL,2003,0.85384566,5.1532097,23.58623,42.25029,27.61437
Ireland,IRL,2004,1.4470598,6.0394645,27.775505,39.151,27.956388
Ireland,IRL,2005,1.7511443,5.1433606,26.04702,35.79339,32.23106
Ireland,IRL,2006,4.0391164,4.7618017,27.462032,35.985756,27.838226
Ireland,IRL,2007,2.6565318,4.717297,23.381386,33.99775,25.520285
Ireland,IRL,2008,1.6298201,4.22007,21.4787,32.761326,26.775616
Ireland,IRL,2009,2.0329528,4.0367246,22.158215,31.710173,25.309776
Ireland,IRL,2010,1.4191805,3.5032918,22.002262,30.269236,22.68704
Ireland,IRL,2011,1.2602654,2.7686143,21.871063,29.7502,21.166504
Ireland,IRL,2012,0.5655907,2.9867156,22.216797,31.53416,25.19359
Ireland,IRL,2013,1.3296108,4.0979795,22.236252,32.31748,26.264772
Ireland,IRL,2014,1.3296251,3.2843726,18.962042,30.492075,24.647678
Ireland,IRL,2015,1.9050003,3.3436725,20.052113,29.606882,26.541021
Ireland,IRL,2016,2.4702435,3.3432612,19.861155,26.75601,27.073473
Ireland,IRL,2017,0.92257434,3.3728526,20.038712,28.500603,23.659569
Ireland,IRL,2018,1.1608635,3.3833718,23.395866,29.775656,24.199541
Ireland,IRL,2019,1.0122524,3.5627315,19.282417,29.216385,27.896488
Ireland,IRL,2020,0.55589974,2.8986204,20.250633,29.075544,28.668545
Ireland,IRL,2021,2.5684195,3.9170876,23.214941,27.57828,30.493782
Ireland,IRL,2022,2.4869728,4.148231,23.228128,28.614931,30.649727
Italy,ITA,1961,2.0721085,0.8208353,14.865128,7.888027,5.37547
Italy,ITA,1962,2.1832767,0.8713077,16.50477,8.392595,6.2093186
Italy,ITA,1963,2.263442,0.85129464,18.758526,8.162413,7.190935
Italy,ITA,1964,2.2315483,0.84058315,18.26267,9.606666,8.465874
Italy,ITA,1965,2.2687771,0.7995691,18.33012,9.584834,10.034592
Italy,ITA,1966,2.3363912,0.8686583,21.556705,9.365535,10.703468
Italy,ITA,1967,2.364415,0.8978791,23.753891,10.315634,10.355539
Italy,ITA,1968,2.463995,0.9476903,23.52267,11.402211,10.713888
Italy,ITA,1969,2.6745884,1.0379,24.520388,11.247244,10.9578285
Italy,ITA,1970,2.8764274,1.1186106,25.807945,12.864022,11.735424
Italy,ITA,1971,3.1195471,1.1198375,26.1962,14.247932,12.158236
Italy,ITA,1972,3.4204073,1.1201334,25.343018,14.8517685,13.161567
Italy,ITA,1973,3.4791965,1.0597552,27.393673,15.916325,14.686608
Italy,ITA,1974,3.617351,0.91932684,25.281487,17.367281,15.148907
Italy,ITA,1975,3.9049644,1.0786091,23.27998,18.276432,15.619858
Italy,ITA,1976,4.0240116,1.0983654,23.91441,18.901869,16.37563
Italy,ITA,1977,4.3231955,1.3378943,24.151987,19.798838,16.573914
Italy,ITA,1978,4.542682,1.3877643,24.151094,22.07444,17.28216
Italy,ITA,1979,4.722721,1.4577533,25.221128,22.95462,17.652792
Italy,ITA,1980,4.86347,1.4251561,26.131184,24.765825,18.068586
Italy,ITA,1981,4.7969623,1.3933084,25.756302,25.049696,18.003536
Italy,ITA,1982,4.712556,1.4047999,25.76463,24.579018,18.531404
Italy,ITA,1983,4.8077636,1.5959381,26.891556,26.55242,18.622602
Italy,ITA,1984,4.831365,1.437431,26.023489,28.259491,18.247387
Italy,ITA,1985,5.0625544,1.5077823,25.981787,27.859026,17.973564
Italy,ITA,1986,5.074017,1.4682689,26.368908,28.236708,18.058708
Italy,ITA,1987,5.1737247,1.5081707,27.316868,29.454275,18.70731
Italy,ITA,1988,5.4200087,1.5671113,26.88045,30.054598,19.154692
Italy,ITA,1989,5.275818,1.6854693,26.997427,30.867027,19.328043
Italy,ITA,1990,5.112059,1.7638097,27.084944,31.748575,19.541418
Italy,ITA,1991,5.428955,1.7731266,27.423695,32.035816,19.434664
Italy,ITA,1992,5.657032,1.7628428,25.974543,33.135468,19.630299
Italy,ITA,1993,5.636857,1.7129673,26.550991,34.19959,19.39039
Italy,ITA,1994,5.615038,1.7261777,26.775597,33.749752,18.858988
Italy,ITA,1995,5.6169763,1.6076858,25.286318,32.63007,18.27006
Italy,ITA,1996,5.836924,1.6435025,25.349781,35.698868,18.58652
Italy,ITA,1997,5.649978,1.6213847,24.072092,35.183052,18.561373
Italy,ITA,1998,5.574193,1.5699153,24.393303,37.817074,18.421665
Italy,ITA,1999,5.6832466,1.569848,25.554737,36.81194,18.291708
Italy,ITA,2000,5.7710166,1.5323043,24.80542,37.262856,18.845354
Italy,ITA,2001,6.577838,1.5471394,23.875854,39.716568,18.246264
Italy,ITA,2002,6.0784955,1.4520295,24.093674,39.725517,18.035206
Italy,ITA,2003,5.171466,1.4231553,24.72482,40.189106,15.013287
Italy,ITA,2004,5.3182387,1.4121877,23.56651,39.701504,15.764421
Italy,ITA,2005,5.404028,1.4537739,23.671448,38.790695,15.450106
Italy,ITA,2006,5.510179,1.4881505,24.413713,40.542046,13.534125
Italy,ITA,2007,5.565297,1.4089359,24.203505,41.20131,15.910912
Italy,ITA,2008,5.7600455,1.3671312,23.030128,39.14418,17.12935
Italy,ITA,2009,5.709961,1.3370156,23.714434,39.899357,17.441519
Italy,ITA,2010,5.717337,1.2428994,23.34662,42.10943,17.669058
Italy,ITA,2011,5.717431,1.1832597,21.756067,40.360092,18.246063
Italy,ITA,2012,5.926388,1.1037401,20.931286,40.013065,19.131495
Italy,ITA,2013,5.6579857,0.92476743,18.793661,40.510784,18.714111
Italy,ITA,2014,3.4405293,0.9645415,19.678635,36.553135,18.395893
Italy,ITA,2015,2.5455294,0.8949127,17.450798,36.780914,18.514751
Italy,ITA,2016,2.5249026,0.9443533,17.276695,36.143883,18.698195
Italy,ITA,2017,2.2256718,0.8743711,16.225546,40.429726,18.957954
Italy,ITA,2018,2.2052658,0.8741594,17.095776,38.214672,19.052702
Italy,ITA,2019,1.1919733,0.88404685,17.333279,36.30552,19.498695
Italy,ITA,2020,1.082501,0.76470256,16.088549,33.140423,20.73635
Italy,ITA,2021,1.1108302,0.8033683,15.849166,35.57632,20.927248
Italy,ITA,2022,1.2080978,0.85160995,16.061758,34.618935,20.111856
Latvia,LVA,1992,0.78884196,1.4878159,30.535173,25.043236,8.287833
Latvia,LVA,1993,0.4809698,1.4829903,32.826187,26.152733,5.0301423
Latvia,LVA,1994,0.2403581,0.87129813,30.66569,24.276169,5.1076097
Latvia,LVA,1995,0.15012382,0.4403632,25.020636,26.932213,4.793954
Latvia,LVA,1996,0.13000491,0.30001137,11.500435,20.320768,5.3502026
Latvia,LVA,1997,0.18013102,0.17012374,11.278203,18.093159,7.045124
Latvia,LVA,1998,0.2003969,0.14027783,11.562901,15.390481,8.787404
Latvia,LVA,1999,0.1202097,0.110192224,9.83716,16.679096,7.402914
Latvia,LVA,2000,0.16018106,0.16018106,10.702096,15.687733,10.341689
Latvia,LVA,2001,0.23065913,0.16045852,9.567339,17.991413,11.964189
Latvia,LVA,2002,0.37090316,0.17041497,8.059626,22.083776,15.738323
Latvia,LVA,2003,0.26988405,0.1899184,10.225606,25.239157,16.602867
Latvia,LVA,2004,0.23934503,0.17950878,10.610964,25.4703,18.838448
Latvia,LVA,2005,0.23873699,0.20889486,9.151585,30.240019,19.715696
Latvia,LVA,2006,0.34652388,0.2277157,7.5839224,31.008936,21.058752
Latvia,LVA,2007,0.275703,0.25600994,8.694491,33.33052,21.288212
Latvia,LVA,2008,0.3927061,0.31416488,7.5497746,37.21872,21.932636
Latvia,LVA,2009,0.305652,0.28593248,6.586307,36.84585,20.60686
Latvia,LVA,2010,0.54095143,0.30052856,5.409514,37.325645,21.437702
Latvia,LVA,2011,0.38314155,0.36297622,4.859848,42.700115,20.931627
Latvia,LVA,2012,0.312895,0.35326853,4.925573,38.425526,20.822657
Latvia,LVA,2013,0.3330305,0.34312233,5.2073855,35.61408,20.910276
Latvia,LVA,2014,0.42355666,0.36304858,4.75997,35.629185,20.905546
Latvia,LVA,2015,0.54384303,0.36256203,5.1362953,38.260365,20.504896
Latvia,LVA,2016,0.61423826,0.37257072,5.266338,39.68382,20.481321
Latvia,LVA,2017,0.66416574,0.3723353,5.5850296,41.711617,20.961472
Latvia,LVA,2018,0.63262904,0.38158578,5.7237864,43.771904,21.027386
Latvia,LVA,2019,0.39046717,0.44052705,6.0772715,40.918957,24.078808
Latvia,LVA,2020,0.3791867,0.39914387,5.5481,37.589375,25.275785
Latvia,LVA,2021,0.3577714,0.318019,4.9789853,42.69405,24.497402
Latvia,LVA,2022,0.25579685,0.3541803,5.5881777,47.292908,28.816502
Lithuania,LTU,1992,0.07981497,0.4589361,37.403294,18.36742,8.210964
Lithuania,LTU,1993,0.07982173,0.4390195,39.691353,7.9223065,5.6374097
Lithuania,LTU,1994,0.08987951,0.4793574,25.425915,21.2615,6.2016864
Lithuania,LTU,1995,0.120031826,0.4401167,20.255371,24.656538,6.9918537
Lithuania,LTU,1996,0.16027908,0.39068025,19.854572,23.020084,7.663344
Lithuania,LTU,1997,0.3509385,0.3308849,19.060974,22.480118,8.582953
Lithuania,LTU,1998,0.18056987,0.34107643,22.149904,19.722242,9.3796015
Lithuania,LTU,1999,0.27062044,0.9922749,18.652763,26.11988,8.619761
Lithuania,LTU,2000,0.08993804,0.2698141,14.619927,24.363214,9.753281
Lithuania,LTU,2001,0.06977813,0.23923929,11.024945,19.15908,11.144565
Lithuania,LTU,2002,0.07946456,0.23839368,12.446136,26.551096,13.220917
Lithuania,LTU,2003,0.07912684,0.1978171,13.599926,31.611172,14.925301
Lithuania,LTU,2004,0.12831748,0.1974115,11.49922,37.61676,20.45183
Lithuania,LTU,2005,0.11872626,0.21766482,12.782862,38.576145,23.220879
Lithuania,LTU,2006,0.14858666,0.18820977,7.875093,45.24959,25.309261
Lithuania,LTU,2007,0.14807925,0.25667068,7.7099924,49.11295,26.002714
Lithuania,LTU,2008,0.11791843,0.25548995,6.3970757,50.19395,26.118935
Lithuania,LTU,2009,0.09806354,0.24515887,4.9031773,46.178123,23.898087
Lithuania,LTU,2010,0.6485325,0.22293305,3.8303952,45.31621,22.962105
Lithuania,LTU,2011,0.58339214,0.21493395,3.5310578,45.044014,23.489212
Lithuania,LTU,2012,0.5535538,0.21527092,3.5468447,45.27865,25.248203
Lithuania,LTU,2013,0.6448709,0.2456651,4.493624,46.45118,27.381424
Lithuania,LTU,2014,0.84747595,0.22463217,4.033169,47.48928,26.486176
Lithuania,LTU,2015,0.8261648,0.19379173,3.9472315,48.815117,26.896254
Lithuania,LTU,2016,0.48057598,0.18405038,4.478559,46.69767,27.49508
Lithuania,LTU,2017,0.60566753,0.19504547,4.917199,47.76561,28.373983
Lithuania,LTU,2018,0.61576706,0.379723,5.6034803,48.88164,29.064205
Lithuania,LTU,2019,0.68294984,0.44850436,5.5655313,47.57204,29.7338
Lithuania,LTU,2020,0.5649082,0.46403176,5.8205724,48.682983,27.004631
Lithuania,LTU,2021,0.6481764,0.41882166,5.753812,50.39821,25.478317
Lithuania,LTU,2022,0.5369432,0.3709789,4.9301147,47.700077,25.91971
Luxembourg,LUX,2000,1.8094107,1.4695214,30.000229,50.033703,14.805179
Luxembourg,LUX,2001,2.2709472,1.6434486,34.14389,50.289528,19.093885
Luxembourg,LUX,2002,2.0589077,1.511855,31.042759,44.96774,16.610514
Luxembourg,LUX,2003,2.2060883,1.5630581,32.70551,46.179466,18.558842
Luxembourg,LUX,2004,3.5406115,1.637163,31.618944,48.355484,17.860857
Luxembourg,LUX,2005,3.9169776,1.584506,30.25324,49.62161,17.596874
Luxembourg,LUX,2006,4.1685543,1.6260318,30.874893,48.07141,16.30959
Luxembourg,LUX,2007,4.093221,1.6749501,30.218477,46.502163,17.849617
Luxembourg,LUX,2008,3.505639,1.9619628,31.869446,47.385883,19.928364
Luxembourg,LUX,2009,3.5286112,1.7992918,29.408426,44.69241,19.022514
Luxembourg,LUX,2010,1.6688546,1.7088273,30.888802,41.631428,18.70716
Luxembourg,LUX,2011,1.4989212,1.9485976,30.53802,38.272453,22.533781
Luxembourg,LUX,2012,2.2784498,1.8987082,31.108835,38.253975,19.556694
Luxembourg,LUX,2013,1.8590142,1.6291361,30.373892,38.819412,19.979404
Luxembourg,LUX,2014,1.839289,1.8592812,28.00917,37.075665,18.85271
Luxembourg,LUX,2015,1.7595981,1.8595754,26.393972,36.591644,19.975437
Luxembourg,LUX,2016,1.699531,1.5595695,27.702353,36.88982,19.594591
Luxembourg,LUX,2017,1.7593333,1.3294963,26.529947,36.166294,18.802874
Luxembourg,LUX,2018,1.7994108,1.2995745,27.291065,36.697983,19.413645
Luxembourg,LUX,2019,0.9696919,1.179625,29.08076,34.129154,19.263878
Luxembourg,LUX,2020,0.8597314,1.129647,28.721025,35.668854,18.53421
Luxembourg,LUX,2021,0.82876074,1.1083426,30.634192,34.29871,18.801886
Luxembourg,LUX,2022,1.2291528,1.080465,30.461182,32.879837,19.666445
Malta,MLT,1961,0.3216515,1.6177177,16.565052,8.97786,2.942165
Malta,MLT,1962,0.4153719,1.3877198,16.529915,6.419384,3.2568934
Malta,MLT,1963,0.5169565,1.5884663,18.225065,8.816458,3.4589088
Malta,MLT,1964,0.9554919,2.0421298,16.693005,7.943697,3.8875406
Malta,MLT,1965,0.33756152,1.9784853,18.17206,7.35134,3.6662931
Malta,MLT,1966,0.3100618,1.6348714,18.086939,8.465628,3.664367
Malta,MLT,1967,0.3590884,1.7481935,20.657032,9.175653,3.7231796
Malta,MLT,1968,0.58451694,1.8949662,21.231165,9.201428,6.193994
Malta,MLT,1969,0.5728811,1.6716857,23.037333,11.344923,6.170211
Malta,MLT,1970,0.96360004,1.5155652,21.255333,13.284583,6.46454
Malta,MLT,1971,3.0099297,2.106019,21.582035,13.027497,8.172472
Malta,MLT,1972,4.557129,1.5963873,20.595253,12.102843,7.629246
Malta,MLT,1973,0.37887165,1.219782,17.575949,13.537731,10.220294
Malta,MLT,1974,1.245455,0.8764313,17.288761,14.760948,7.4727306
Malta,MLT,1975,0.4987735,1.1545682,21.290237,11.333241,8.654643
Malta,MLT,1976,0.23188812,0.98320556,29.134424,12.484857,8.756095
Malta,MLT,1977,1.111757,1.1584696,25.430273,15.359064,9.968443
Malta,MLT,1978,1.1230752,0.8871351,32.342678,13.316463,9.975551
Malta,MLT,1979,11.0660925,1.9063038,17.19486,12.162218,12.981928
Malta,MLT,1980,8.998723,0.6929498,23.348557,15.591371,11.52029
Malta,MLT,1981,7.9777174,0.65104395,17.33526,14.361835,12.836254
Malta,MLT,1982,8.434948,1.0788887,24.069027,13.721502,11.063513
Malta,MLT,1983,7.640319,1.10844,20.031096,15.181671,9.669161
Malta,MLT,1984,7.198585,0.85863847,19.11968,16.473877,9.225371
Malta,MLT,1985,5.391826,0.9438206,28.153969,21.717915,9.3378
Malta,MLT,1986,3.8419294,1.2739029,19.239979,20.847523,9.331844
Malta,MLT,1987,5.43351,1.3482403,25.9815,22.443638,9.498505
Malta,MLT,1988,4.947844,1.1074231,23.50988,21.183277,9.692492
Malta,MLT,1989,6.228623,1.4452034,27.754013,22.105505,9.923052
Malta,MLT,1990,1.1415743,2.0079474,24.951551,27.265278,9.713573
Malta,MLT,1991,1.8113024,1.5350021,37.41312,30.526075,9.69098
Malta,MLT,1992,1.6597431,1.4138552,32.498177,30.285189,9.845759
Malta,MLT,1993,1.1489549,1.9080857,31.10385,28.549477,9.991803
Malta,MLT,1994,1.0687163,1.5927982,22.309452,26.913155,10.646058
Malta,MLT,1995,0.9782634,1.575519,32.63281,29.111061,11.605294
Malta,MLT,1996,1.8425187,1.4513694,29.737635,28.852402,15.337167
Malta,MLT,1997,3.5923898,1.9193625,28.852022,30.31977,13.15841
Malta,MLT,1998,3.5703003,1.7235932,25.279367,30.501444,12.72176
Malta,MLT,1999,3.5905032,1.8310543,29.613981,29.900402,13.7073345
Malta,MLT,2000,3.6320627,1.8772459,27.209862,28.352535,15.3750515
Malta,MLT,2001,4.1327696,2.4674768,16.713854,33.935417,17.546501
Malta,MLT,2002,4.114446,1.5871451,21.45173,29.256037,18.82334
Malta,MLT,2003,3.5928237,2.119362,20.911041,32.436337,20.53763
Malta,MLT,2004,3.9309397,1.306962,21.574926,33.247105,23.635906
Malta,MLT,2005,3.8656113,1.7570962,21.265884,32.882797,21.617304
Malta,MLT,2006,4.255686,1.8267331,21.489206,33.312786,21.78028
Malta,MLT,2007,4.951258,1.2754763,20.799301,40.152397,24.143663
Malta,MLT,2008,5.1146746,1.6379017,20.609425,33.330795,24.829784
Malta,MLT,2009,5.770009,1.4877377,20.375975,31.926046,25.683578
Malta,MLT,2010,4.884462,1.3375303,19.309973,31.446821,22.728107
Malta,MLT,2011,5.037335,1.3466142,19.38127,30.88235,22.42362
Malta,MLT,2012,5.109147,1.3604237,19.469173,30.040169,22.764423
Malta,MLT,2013,5.258936,1.378556,19.718456,31.145155,23.312914
Malta,MLT,2014,4.5826235,2.0858128,25.605152,37.750134,24.742056
Malta,MLT,2015,3.4989097,1.1286805,20.839546,31.213146,24.348717
Malta,MLT,2016,3.4825096,1.222474,19.189758,28.33263,24.377567
Malta,MLT,2017,3.689234,1.2707362,19.962854,30.92808,23.703327
Malta,MLT,2018,3.5000527,1.1768292,18.301725,28.487385,23.678617
Malta,MLT,2019,0.7194472,0.95926285,18.395864,23.272118,22.822464
Malta,MLT,2020,0.6464227,0.8652119,23.330885,24.03698,25.309935
Malta,MLT,2021,0.73329514,0.9542882,17.448406,24.982262,24.35946
Malta,MLT,2022,0.6562711,0.83800775,17.89096,22.404089,24.241648
Netherlands,NLD,1961,1.2630854,0.22874774,20.04029,21.601742,1.9095463
Netherlands,NLD,1962,1.0534866,0.21864818,20.910719,24.399149,2.7728565
Netherlands,NLD,1963,1.0336431,0.1788998,23.157583,22.322718,2.912091
Netherlands,NLD,1964,1.5799233,0.17885923,18.710663,21.940065,4.4317346
Netherlands,NLD,1965,1.5388944,0.21842372,18.36745,25.595291,3.7529168
Netherlands,NLD,1966,1.3793741,0.23816532,20.502066,25.751627,5.6068087
Netherlands,NLD,1967,1.3804265,0.19862252,21.709442,28.283846,5.9984
Netherlands,NLD,1968,1.4817142,0.26849857,21.927382,29.524897,4.862807
Netherlands,NLD,1969,1.8392879,0.24855241,21.246262,27.420303,5.73659
Netherlands,NLD,1970,2.184142,0.25812587,21.781853,28.453413,6.9396143
Netherlands,NLD,1971,2.1912012,0.27761826,20.811455,31.88644,6.9107113
Netherlands,NLD,1972,2.2408974,0.2776333,19.5434,32.12614,7.1788034
Netherlands,NLD,1973,2.2738736,0.22838031,19.223665,30.404371,9.125282
Netherlands,NLD,1974,2.1476274,0.26845342,22.052952,33.397594,7.7056074
Netherlands,NLD,1975,2.2267315,0.2882822,21.770275,34.067005,7.157351
Netherlands,NLD,1976,2.4163153,0.3082542,23.059404,34.46481,8.193595
Netherlands,NLD,1977,2.1911793,0.23903774,22.599028,34.98915,7.2607713
Netherlands,NLD,1978,2.332802,0.39876962,20.008265,37.03573,8.095023
Netherlands,NLD,1979,2.5711534,0.49828556,21.834873,39.484146,8.122054
Netherlands,NLD,1980,2.218083,0.586847,22.270346,39.189445,7.9870872
Netherlands,NLD,1981,2.2147257,0.57602733,18.631506,40.510612,8.630478
Netherlands,NLD,1982,1.9566822,0.47675502,18.722569,41.954445,11.263338
Netherlands,NLD,1983,1.4409459,0.42731497,18.831673,40.40611,9.7288685
Netherlands,NLD,1984,1.6403245,0.43741986,19.773365,40.381805,11.860044
Netherlands,NLD,1985,1.7395332,0.42742816,19.502653,43.110603,12.832785
Netherlands,NLD,1986,1.7086536,0.54637176,17.96073,42.10043,13.947381
Netherlands,NLD,1987,1.865707,0.48627472,19.649467,41.899017,13.546224
Netherlands,NLD,1988,1.5666878,0.7238494,18.750675,45.255463,13.396173
Netherlands,NLD,1989,1.4772074,0.80304563,15.594948,43.186012,13.304781
Netherlands,NLD,1990,1.5949093,1.0203457,18.247347,44.89521,18.336504
Netherlands,NLD,1991,1.4344914,1.127807,20.458815,44.706665,17.530474
Netherlands,NLD,1992,1.9077919,1.0972275,20.28388,43.493702,19.255848
Netherlands,NLD,1993,1.6110711,1.2750194,22.347435,57.64274,18.581678
Netherlands,NLD,1994,1.6618332,1.2958342,19.862864,41.02156,20.288214
Netherlands,NLD,1995,1.5652777,1.2086321,21.309572,49.504383,18.406872
Netherlands,NLD,1996,1.6169692,1.3491277,21.923325,50.63197,21.347961
Netherlands,NLD,1997,1.7564217,1.0915616,18.219154,47.324154,18.755013
Netherlands,NLD,1998,1.4075192,1.1894529,21.320942,51.84032,18.862741
Netherlands,NLD,1999,1.25668,1.1181484,18.038801,53.502907,14.041173
Netherlands,NLD,2000,5.194898,0.84935594,16.651327,53.864967,12.4341755
Netherlands,NLD,2001,7.145746,1.468574,17.662313,48.768486,13.798682
Netherlands,NLD,2002,1.4379442,1.162174,17.363667,47.727924,11.956604
Netherlands,NLD,2003,0.4041654,1.1730654,16.028608,37.90283,10.606877
Netherlands,NLD,2004,0.9184179,1.1455535,17.351185,35.610916,22.47655
Netherlands,NLD,2005,0.9405548,0.7821456,16.038935,37.721195,20.484295
Netherlands,NLD,2006,7.7939105,0.89356935,16.878532,39.31705,15.002036
Netherlands,NLD,2007,4.316803,0.9548688,18.918339,34.77314,14.362818
Netherlands,NLD,2008,5.886736,0.944662,16.258131,36.58328,26.858232
Netherlands,NLD,2009,9.687961,0.95291406,17.99618,35.535755,22.314072
Netherlands,NLD,2010,4.0326004,0.91154605,18.785774,33.58849,15.932239
Netherlands,NLD,2011,4.915969,0.9613891,14.807374,33.599064,12.2502775
Netherlands,NLD,2012,5.3883033,1.0419371,15.212282,38.343285,24.411098
Netherlands,NLD,2013,5.5770297,0.9245343,17.446857,35.90772,23.61042
Netherlands,NLD,2014,3.792996,0.9756263,16.177477,29.746645,19.631989
Netherlands,NLD,2015,3.4864316,0.9861621,15.858284,27.502966,21.884829
Netherlands,NLD,2016,3.2149465,0.9853861,15.825897,27.481323,21.061382
Netherlands,NLD,2017,1.2223157,0.99375254,15.572103,29.832453,15.790729
Netherlands,NLD,2018,2.272222,1.0021591,15.588039,28.635954,9.991824
Netherlands,NLD,2019,3.5147285,0.9504618,15.296495,26.672337,5.1978383
Netherlands,NLD,2020,4.003575,1.0873907,16.340515,29.36943,8.135658
Netherlands,NLD,2021,2.5072136,0.80941546,16.553534,30.126049,11.697041
Netherlands,NLD,2022,2.4622781,0.9515577,16.411917,30.498896,13.518004
Poland,POL,1961,0.65137255,0.8016894,9.319639,34.302284,1.6635054
Poland,POL,1962,0.51134324,0.7519754,10.427392,33.147076,1.9751887
Poland,POL,1963,0.47143993,0.66202205,12.628572,30.763964,1.9559742
Poland,POL,1964,0.5116268,0.58185005,13.6634445,31.309551,2.0364752
Poland,POL,1965,0.36119273,0.612021,11.788929,34.905266,2.1771896
Poland,POL,1966,0.3209804,0.6018383,11.6556015,35.69904,2.5979352
Poland,POL,1967,0.3309059,0.6417569,13.216181,35.266544,2.707412
Poland,POL,1968,0.38088384,0.6916049,13.671726,35.51241,2.866652
Poland,POL,1969,0.44090146,0.6713727,13.627864,34.95146,3.28672
Poland,POL,1970,0.4412082,0.66181237,14.198883,34.50449,3.4594736
Poland,POL,1971,0.44154003,0.64224005,13.998826,38.474194,3.2312703
Poland,POL,1972,0.47153634,0.6621574,12.54086,44.344482,3.9629118
Poland,POL,1973,0.4612796,0.6317525,12.86569,46.44885,4.713074
Poland,POL,1974,0.47098544,0.57119507,14.500339,47.90022,5.0205045
Poland,POL,1975,0.43058997,0.48065856,17.113447,49.547886,6.268589
Poland,POL,1976,0.40026113,0.45029375,22.224499,41.37699,7.294759
Poland,POL,1977,0.5001081,0.47010162,21.764706,40.408737,8.551848
Poland,POL,1978,0.4303543,0.5204284,18.87554,43.78605,9.738016
Poland,POL,1979,0.4306175,0.55078983,18.446451,45.8157,10.775452
Poland,POL,1980,0.44079748,0.49088812,20.196539,44.41035,11.230318
Poland,POL,1981,0.29071963,0.47116628,16.771515,37.8938,11.668884
Poland,POL,1982,0.50149775,0.47140786,15.867388,38.023556,5.536535
Poland,POL,1983,0.5316129,0.4513694,17.593378,37.68433,5.245916
Poland,POL,1984,0.561475,0.561475,17.646357,34.48058,6.7778053
Poland,POL,1985,0.6314251,0.8619454,18.09083,36.9534,7.0459023
Poland,POL,1986,0.6111627,1.0319632,19.166462,42.16021,7.6345243
Poland,POL,1987,0.43065405,0.76115596,18.878672,43.38589,8.1623955
Poland,POL,1988,0.31057492,0.66122407,19.445997,45.033363,8.115023
Poland,POL,1989,0.2505925,0.5513035,17.962471,46.600185,8.439956
Poland,POL,1990,0.3107702,0.71176404,18.044722,46.495235,7.6188827
Poland,POL,1991,0.40106994,0.69184566,17.14574,51.73802,8.20188
Poland,POL,1992,0.22062929,0.6819451,14.160389,52.178825,9.045801
Poland,POL,1993,0.22066708,0.44133416,13.039418,50.542793,9.378351
Poland,POL,1994,0.28082287,0.21061715,10.380418,47.18827,10.651211
Poland,POL,1995,0.25075155,0.14042087,10.250724,48.50538,10.310904
Poland,POL,1996,0.25078753,0.11034651,10.543108,49.50546,10.402667
Poland,POL,1997,0.15044081,0.07020571,9.888975,43.357037,12.556792
Poland,POL,1998,0.21056199,0.030080285,9.425156,46.78487,13.305513
Poland,POL,1999,0.30080146,0.040106855,9.09423,49.020607,14.06748
Poland,POL,2000,0.29070437,0.030072864,8.059528,47.956196,14.545243
Poland,POL,2001,0.23040676,0.030053055,6.371248,47.163265,17.070137
Poland,POL,2002,0.16021593,0.030040486,5.9680433,48.24502,19.616438
Poland,POL,2003,0.1702068,0.04004866,6.6280527,50.08085,18.282213
Poland,POL,2004,0.17025581,0.04006019,6.0190434,47.691654,19.349072
Poland,POL,2005,0.1002141,0.030064229,4.5096345,47.922382,20.443676
Poland,POL,2006,0.1103549,0.040129054,5.136519,50.632835,20.295269
Poland,POL,2007,0.14062075,0.040177356,4.6304407,51.1056,19.857658
Poland,POL,2008,0.09045976,0.040204335,4.3923235,50.79818,18.64476
Poland,POL,2009,0.17085822,0.050252415,4.1709504,48.976006,21.548237
Poland,POL,2010,0.18237193,0.03039532,2.7254472,53.30326,26.768145
Poland,POL,2011,0.18194191,0.040431533,2.7493443,53.642536,26.816216
Poland,POL,2012,0.12118596,0.050494153,3.5345905,49.595356,28.438305
Poland,POL,2013,0.14127372,0.03027294,2.9062026,46.357964,29.425299
Poland,POL,2014,0.13107613,0.030248338,0.26215225,50.696217,27.41508
Poland,POL,2015,0.12089948,0.03022487,0.38284838,53.921173,30.466671
Poland,POL,2016,0.12084316,0.03021079,0.45316184,53.805416,33.54405
Poland,POL,2017,0.14101681,0.030217888,0.19137996,54.372055,33.269894
Poland,POL,2018,0.14102651,0.030219965,0.79579246,57.9216,30.179672
Poland,POL,2019,0.11077039,0.050350178,1.0774939,53.78406,30.179895
Poland,POL,2020,0.11074167,0.030202273,1.4799114,54.474834,32.51778
Poland,POL,2021,0.100703016,0.020140601,0.2920387,56.90727,30.482801
Poland,POL,2022,0.15574986,0.031149969,0.2595831,53.629868,30.661955
Portugal,PRT,1961,0.8309917,2.332784,6.227432,9.090849,1.6019118
